1-cysPrx_C	80,189,172
Rad60-SLD	170,100,224
Rad60-SLD_2	177,49,181
Rad9	83,133,207
Rad9_Rad53_bind	209,159,67
RadC	61,100,224
Radial_spoke	180,187,87
Radial_spoke_3	193,168,96
Radical_SAM	149,56,222
Radical_SAM_C	150,63,213
Radical_SAM_N	64,189,164
Raf1_HTH	92,205,193
Raf1_N	94,127,199
Raffinose_syn	201,164,77
Raftlin	96,222,94
Ral	199,95,51
RalF_SCD	183,144,55
Ran-binding	188,62,180
RanGAP1_C	143,178,48
Ran_BP1	56,53,202
Rap1-DNA-bind	207,72,187
Rap1_C	156,205,86
Rap1a	128,55,202
RapA_C	209,208,58
RapH_N	212,92,63
Rap_GAP	191,68,148
Rapsyn_N	186,91,147
Raptor_N	76,184,135
Ras	129,102,217
RasGAP	81,61,183
RasGAP_C	226,75,144
RasGEF	67,135,182
RasGEF_N	76,185,195
RasGEF_N_2	194,87,132
Ras_bdg_2	56,146,184
Rav1p_C	62,189,50
Rax2	218,113,105
Rb_C	69,82,178
RbcS	226,79,203
RbpA	86,181,135
RbsD_FucU	65,191,95
Rbsn	51,155,193
Rbx_binding	182,165,65
RcbX	180,183,81
Rcd1	70,210,204
RcnB	63,214,134
RcpB	60,63,215
RcpC	185,63,193
RcsC	111,201,86
RcsD_ABL	208,97,53
RcsF	131,59,222
RdDM_RDM1	128,75,222
RdRP	100,218,212
RdRP_1	81,198,88
RdRP_2	83,209,160
RdRP_3	223,80,162
RdRP_4	58,93,204
RdRP_5	131,91,205
RdgC	169,186,57
Rdx	166,190,66
Read-through	212,60,80
RebB	63,206,164
RecA	99,181,208
RecA_dep_nuc	106,223,179
RecC_C	179,126,72
RecG_N	79,204,153
RecG_wedge	85,223,156
RecJ_OB	199,99,120
RecO_C	180,67,120
RecO_N	106,229,199
RecO_N_2	189,59,199
RecQ5	109,200,85
RecQ_Zn_bind	207,93,128
RecR	118,195,60
RecT	59,63,186
RecU	225,109,169
RecX	188,58,110
Recep_L_domain	190,93,150
Receptor_2B4	144,68,208
Receptor_IA-2	79,181,121
Recombinase	92,198,102
Red1	200,101,65
Redoxin	145,195,92
Reductase_C	71,86,184
Reeler	201,107,98
Reg_prop	90,216,165
Regnase_1_C	153,195,53
Regulator_TrmB	105,212,103
RelA_SpoT	227,74,90
RelB	76,206,93
RelB_N	222,99,203
RelB_leu_zip	223,124,93
RelB_transactiv	191,67,76
RelE	190,160,85
Relaxase	83,211,222
Remorin_C	77,91,215
Remorin_N	206,153,88
Renin_r	217,95,92
Reo_P9	195,213,78
Reo_sigma1	206,202,90
Reo_sigmaC	203,91,207
Reo_sigmaC_M	194,188,75
Reoviridae_Vp9	224,193,99
Reovirus_L2	85,148,216
Reovirus_M2	169,46,179
Reovirus_Mu2	180,122,60
Reovirus_cap	182,83,150
Rep-A_N	191,135,82
RepA1_leader	70,131,186
RepA_C	90,220,158
RepA_N	221,85,68
RepB	169,190,70
RepB-RCR_reg	198,208,92
RepB_primase	202,58,145
RepC	102,226,208
RepL	101,102,220
Rep_1	82,206,176
Rep_1B	85,81,191
Rep_2	85,228,225
Rep_3	210,81,152
Rep_4	61,197,139
Rep_N	213,67,195
Rep_Org_C	107,188,219
Rep_fac-A_3	197,121,69
Rep_fac-A_C	181,47,98
Rep_fac_C	199,98,172
Rep_trans	187,61,138
Replic_Relax	190,66,82
Replicase	227,59,200
Repressor_Mnt	221,210,87
Reprolysin	213,103,182
Reprolysin_2	222,153,103
Reprolysin_3	87,199,193
Reprolysin_4	56,208,194
Reprolysin_5	210,100,154
Requiem_N	143,75,178
Rer1	57,198,119
ResB	86,122,179
ResIII	51,64,189
Resistin	180,173,62
Resolvase	99,177,201
Response_reg	100,107,203
RestrictionMunI	148,213,94
RestrictionSfiI	73,182,125
Ret2_MD	87,217,196
Reticulon	126,196,69
Retinal	60,175,212
Retinin_C	161,92,199
Retro_M	200,69,108
Retrotran_gag_2	78,83,182
Retrotran_gag_3	131,194,83
Retrotrans_gag	62,219,138
RexA	97,178,222
RexB	222,123,98
Rft-1	70,174,201
Rgp1	208,102,71
RgpF	109,228,177
Rh5	46,178,153
RhaA	74,218,100
RhaT	64,208,57
Rhabdo_M1	180,74,57
Rhabdo_M2	111,184,86
Rhabdo_NV	106,225,133
Rhabdo_glycop	106,131,225
Rhabdo_matrix	71,53,214
Rhabdo_ncap	71,194,200
Rhabdo_ncap_2	160,193,78
Rhamno_transf	57,62,216
Rhamnogal_lyase	124,90,224
RhgB_N	204,58,164
RhlB	80,203,147
RhoGAP	224,134,109
RhoGAP-FF1	87,181,115
RhoGEF	193,226,96
RhoGEF67_u1	193,77,215
RhoGEF67_u2	194,75,59
Rho_Binding	118,56,185
Rho_GDI	81,220,111
Rho_N	124,198,58
Rho_RNA_bind	72,224,90
Rhodanese	145,191,76
Rhodanese_C	194,147,73
RhodobacterPufX	175,181,73
Rhodopsin_N	84,76,185
Rhomboid	210,72,145
Rhomboid_N	225,77,107
Rhomboid_SP	198,66,50
Rhv	216,127,73
Rib	44,111,178
RibD_C	225,80,120
Rib_5-P_isom_A	114,190,78
Rib_hydrolayse	70,148,207
Rib_recp_KP_reg	92,181,64
Ribo_biogen_C	154,87,182
Ribonuc_2-5A	132,179,80
Ribonuc_L-PSP	93,120,208
Ribonuc_P_40	184,50,50
Ribonuc_red_2_N	186,62,61
Ribonuc_red_lgC	53,200,190
Ribonuc_red_lgN	210,206,91
Ribonuc_red_sm	88,210,197
Ribonucleas_3_2	84,56,187
Ribonucleas_3_3	192,50,92
Ribonuclease	63,100,201
Ribonuclease_3	75,190,140
Ribonuclease_P	52,199,55
Ribonuclease_T2	221,167,90
Ribophorin_I	60,123,209
Ribophorin_II	164,55,211
Ribos_L4_asso_C	227,109,91
Ribosom_S12_S23	171,52,184
Ribosom_S30AE_C	68,72,194
Ribosomal_60s	213,73,132
Ribosomal_L1	114,213,90
Ribosomal_L10	55,96,202
Ribosomal_L11	227,212,100
Ribosomal_L11_N	46,118,184
Ribosomal_L12	76,226,185
Ribosomal_L12_N	167,204,96
Ribosomal_L13	200,164,81
Ribosomal_L13e	120,74,208
Ribosomal_L14	199,87,200
Ribosomal_L14e	63,47,180
Ribosomal_L15e	117,195,93
Ribosomal_L16	83,181,60
Ribosomal_L17	80,110,181
Ribosomal_L18	123,81,229
Ribosomal_L18A	73,53,183
Ribosomal_L18_c	197,71,124
Ribosomal_L18p	220,108,173
Ribosomal_L19	108,217,162
Ribosomal_L19e	185,144,76
Ribosomal_L2	213,207,104
Ribosomal_L20	221,85,111
Ribosomal_L21e	223,226,101
Ribosomal_L21p	57,180,190
Ribosomal_L22	190,183,69
Ribosomal_L22e	60,216,129
Ribosomal_L23	65,158,189
Ribosomal_L23eN	178,197,82
Ribosomal_L24e	64,190,153
Ribosomal_L25p	174,201,92
Ribosomal_L26	211,71,139
Ribosomal_L27	180,146,68
Ribosomal_L27A	124,184,68
Ribosomal_L27_C	86,66,225
Ribosomal_L27e	180,81,50
Ribosomal_L28	191,73,161
Ribosomal_L28e	88,186,132
Ribosomal_L29	70,190,177
Ribosomal_L29e	207,87,189
Ribosomal_L2_C	193,151,57
Ribosomal_L3	197,86,167
Ribosomal_L30	55,209,74
Ribosomal_L30_N	58,119,193
Ribosomal_L31	63,90,213
Ribosomal_L31e	93,202,109
Ribosomal_L32e	116,85,208
Ribosomal_L32p	54,205,64
Ribosomal_L33	82,52,197
Ribosomal_L34	76,185,190
Ribosomal_L34e	198,89,229
Ribosomal_L35Ae	206,80,207
Ribosomal_L35p	87,201,54
Ribosomal_L36	48,189,105
Ribosomal_L36e	205,52,203
Ribosomal_L37	106,206,218
Ribosomal_L37ae	223,64,131
Ribosomal_L37e	189,53,115
Ribosomal_L38e	219,118,86
Ribosomal_L39	49,189,149
Ribosomal_L4	62,201,93
Ribosomal_L40e	187,89,95
Ribosomal_L41	188,184,88
Ribosomal_L44	99,152,227
Ribosomal_L5	57,229,170
Ribosomal_L50	75,199,137
Ribosomal_L5_C	105,205,77
Ribosomal_L5e	90,107,185
Ribosomal_L6	227,72,90
Ribosomal_L6e	119,186,62
Ribosomal_L6e_N	109,193,89
Ribosomal_L7Ae	77,155,188
Ribosomal_L9_C	203,56,122
Ribosomal_L9_N	146,221,57
Ribosomal_S10	99,223,207
Ribosomal_S11	203,62,57
Ribosomal_S12	106,84,226
Ribosomal_S13	181,166,64
Ribosomal_S13_N	170,188,72
Ribosomal_S14	82,133,215
Ribosomal_S15	192,85,130
Ribosomal_S16	180,71,61
Ribosomal_S17	192,85,189
Ribosomal_S17_N	215,129,73
Ribosomal_S17e	104,185,69
Ribosomal_S18	195,114,97
Ribosomal_S19	66,199,57
Ribosomal_S19e	80,139,215
Ribosomal_S2	172,81,184
Ribosomal_S20p	183,190,91
Ribosomal_S21	177,75,188
Ribosomal_S21e	223,172,105
Ribosomal_S22	217,83,196
Ribosomal_S24e	181,107,81
Ribosomal_S25	85,85,178
Ribosomal_S26e	195,201,68
Ribosomal_S27	52,201,82
Ribosomal_S27e	53,97,189
Ribosomal_S28e	162,184,55
Ribosomal_S30	215,132,103
Ribosomal_S30AE	65,136,222
Ribosomal_S3Ae	88,172,223
Ribosomal_S3_C	77,159,219
Ribosomal_S4	219,191,78
Ribosomal_S4Pg	85,182,181
Ribosomal_S4e	70,186,186
Ribosomal_S5	106,225,98
Ribosomal_S5_C	182,108,67
Ribosomal_S6	58,108,209
Ribosomal_S6e	75,193,55
Ribosomal_S7	205,95,228
Ribosomal_S7e	140,52,186
Ribosomal_S8	115,86,204
Ribosomal_S8e	187,77,157
Ribosomal_S9	224,124,62
Ribosomal_TL5_C	209,98,112
Ribul_P_3_epim	51,162,202
Ric8	68,66,191
RicinB_lectin_2	112,220,73
Ricin_B_lectin	109,123,228
Rick_17kDa_Anti	63,217,229
Rieske	186,77,145
Rieske_2	189,57,205
Rieske_3	228,102,87
Rif1_N	126,71,221
RimK	192,59,192
RimM	203,57,98
Rimk_N	124,71,182
RinB	78,129,198
Ring_hydroxyl_A	76,134,184
Ring_hydroxyl_B	202,87,131
Rio2_N	222,109,104
Ripply	229,71,185
RisS_PPD	181,138,77
Rit1_C	89,211,207
RlaP	111,198,74
RlmM_FDX	59,76,206
RloB	217,144,107
RmlD_sub_bind	196,203,60
RmuC	190,72,69
RnaseA	220,128,86
Rnf-Nqr	226,93,108
RnfC_N	96,101,217
Rnk_N	192,213,53
RnlA_toxin	167,95,218
RnlB_antitoxin	222,100,180
Robl_LC7	60,73,216
Roc	200,74,207
Rod-binding	190,50,79
Rod_C	62,208,68
Rod_cone_degen	94,205,174
Rogdi_lz	122,67,185
RolB_RolC	180,175,55
Rol_Rep_N	119,89,181
Romo1	185,72,188
Root_cap	74,217,75
Rootletin	70,200,142
Rop	229,113,158
Rop-like	109,67,213
Rossmann-like	61,120,192
Rot1	193,207,89
Rota_Capsid_VP6	188,63,172
Rota_NS26	101,195,94
Rota_NS35	203,63,223
Rota_NS53	218,182,97
Rota_NS6	66,163,219
Rota_NSP3	68,217,184
Rota_NSP4	208,171,102
Rota_VP2	212,82,219
Rota_VP4_MID	69,180,158
Rotamase	184,65,131
Rotamase_2	77,77,182
Rotamase_3	157,80,222
Rotavirus_VP1	54,116,184
Rotavirus_VP3	105,211,78
Rotavirus_VP7	191,81,136
Roughex	116,66,194
Rox3	214,95,209
Rpn3_C	81,202,146
Rpn9_C	91,145,209
Rpp20	187,91,169
Rpr2	132,219,60
RraA-like	59,211,194
RraB	68,143,205
Rrf2	73,178,133
Rrn6	61,155,227
RrnaAD	71,217,122
Rrp15p	185,59,51
Rrp40_N	171,184,47
Rrp44_CSD1	186,216,71
Rrp44_S1	199,207,97
Rsa3	99,83,187
RsbRD_N	198,167,89
RsbU_N	92,191,176
Rsbr_N	227,154,69
Rsc14	205,163,88
RsdA_SigD_bd	221,169,103
Rsd_AlgQ	137,53,194
RseA_C	129,181,53
RseA_N	204,156,88
RseC_MucC	228,66,138
RsfS	192,197,91
RsgA_GTPase	89,182,98
RsgA_N	175,59,181
RsgI_N	211,209,54
RskA	216,195,90
Rsm1	226,211,104
Rsm22	136,87,180
RsmF_methylt_CI	191,146,95
RsmJ	150,55,180
RtcB	183,76,169
RtcR	195,136,79
RteC	55,219,105
Rtf2	72,209,131
Rtt102p	84,94,182
Rtt106	187,66,119
Rtt106_N	162,71,213
RtxA	96,100,218
RuBisCO_large	94,192,176
RuBisCO_large_N	103,218,193
RuBisCO_small	67,110,185
RuBisCo_chap_C	223,101,90
Rubella_Capsid	90,190,205
Rubella_E1	186,142,66
Rubella_E2	81,207,143
Rubi_NSP_C	111,152,222
Rubis-subs-bind	219,103,210
Rubredoxin	130,88,185
Rubredoxin_2	190,84,201
Rubredoxin_C	191,145,79
Rubrerythrin	214,77,220
Runt	199,119,58
RunxI	132,85,191
RusA	85,152,190
RuvA_C	207,77,194
RuvA_N	192,64,78
RuvB_C	217,96,105
RuvB_N	52,95,207
RuvC	218,80,167
RuvC_1	110,223,132
RuvC_III	225,102,227
RuvX	53,137,195
Rv2175c_C	68,205,116
Rx_N	78,119,214
Rxt3	219,109,132
RyR	108,186,62
Rz1	223,68,224
S-AdoMet_synt_C	192,53,113
S-AdoMet_synt_M	81,223,98
S-AdoMet_synt_N	202,217,80
S-antigen	200,99,155
S-l_SbsC_C	89,195,62
S-layer	74,214,63
S-methyl_trans	130,111,228
S1	102,56,190
S1-P1_nuclease	185,86,138
S1-like	180,142,62
S100PBPR	215,65,159
S10_plectin	69,203,194
S19	200,124,96
S1FA	214,101,187
S1_2	62,207,68
S36_mt	215,139,97
S4	93,184,76
S4_2	130,66,179
S6OS1	188,195,57
S6PP	182,78,181
S6PP_C	67,212,130
S8_pro-domain	185,47,70
SAA	99,213,144
SAB	122,78,227
SAC3	60,84,189
SAC3_GANP	79,181,80
SAD_SRA	109,221,161
SAE2	80,63,210
SAF	203,50,144
SAG	75,205,115
SAGA-Tad1	190,57,170
SAICAR_synt	75,117,191
SAM35	80,77,184
SAMP	179,168,64
SAM_1	68,216,86
SAM_2	86,188,175
SAM_3	76,179,64
SAM_4	215,104,61
SAM_DrpA	211,154,68
SAM_Exu	204,54,54
SAM_KSR1	62,222,175
SAM_LFY	57,195,212
SAM_MT	208,86,137
SAM_PNT	171,83,196
SAM_Ste50p	219,69,227
SAM_adeno_trans	103,77,209
SAM_decarbox	208,82,98
SAND	212,100,202
SANTA	190,51,99
SANT_DAMP1_like	204,125,96
SAP	213,102,224
SAP130_C	64,219,123
SAP18	144,83,190
SAP25	103,86,210
SAP30_Sin3_bdg	194,108,58
SAPI	193,71,88
SAPIS-gp6	184,224,105
SAPS	218,229,76
SARA	141,179,70
SARAF	64,90,182
SARG	150,192,56
SARS_3b	223,111,154
SARS_X4	91,185,192
SARS_lipid_bind	75,159,188
SART-1	122,80,179
SAS-6_N	106,213,129
SAS4	67,227,99
SASA	195,74,94
SASP	195,100,81
SASP_gamma	170,69,183
SASRP1	216,89,117
SAT	77,115,183
SATase_N	98,119,215
SAUGI	179,55,77
SAVED	204,143,58
SAWADEE	94,69,200
SAYSvFN	54,176,204
SBBP	54,187,121
SBD	194,184,68
SBDS	104,225,214
SBDS_C	73,191,113
SBD_N	190,137,60
SBE2	65,198,151
SBF	139,96,196
SBF2	193,93,103
SBF_like	204,191,51
SBP	227,93,138
SBP56	89,133,183
SBP_bac_1	195,119,75
SBP_bac_10	80,116,229
SBP_bac_11	202,228,104
SBP_bac_3	186,76,141
SBP_bac_5	199,94,116
SBP_bac_6	55,221,201
SBP_bac_8	66,211,58
SCA7	210,61,87
SCAB-ABD	53,49,197
SCAB-Ig	198,151,84
SCAB-PH	82,121,189
SCAB_CC	184,213,55
SCAI	181,66,163
SCAMP	51,182,182
SCAN	155,226,97
SCAPER_N	189,78,163
SCF	137,216,105
SCFA_trans	199,95,183
SCHIP-1	58,147,191
SCIFF	76,229,168
SCIMP	221,102,106
SCNM1_acidic	97,209,118
SCO1-SenC	134,61,199
SCP-1	221,89,209
SCP1201-deam	208,61,98
SCP2	56,163,207
SCP2_2	61,215,182
SCPU	199,205,84
SCP_3	57,84,221
SCRG1	138,223,101
SCRL	225,102,137
SCVP	223,82,156
SDA1	152,191,89
SDF	141,207,101
SDH_C	218,165,94
SDH_alpha	104,203,99
SDH_beta	68,217,124
SDH_sah	219,80,228
SDP_N	121,214,57
SE	90,200,173
SEA	163,55,179
SEC-C	86,60,197
SEEEED	187,84,157
SEEK1	196,61,85
SEF14_adhesin	104,221,114
SEFIR	94,124,228
SEN1_N	127,186,63
SEO_C	124,209,87
SEO_N	67,223,169
SEP	193,91,120
SERTA	70,51,187
SET	69,182,89
SET_assoc	100,210,186
SF-assemblin	188,142,68
SF1-HH	204,151,78
SF3A2	106,78,211
SF3A3	187,112,71
SF3a60_bindingd	220,107,78
SF3b1	120,102,207
SF3b10	61,195,73
SFTA2	70,203,160
SGBP_B_XBD	85,194,76
SGIII	222,101,153
SGL	210,60,225
SGP	188,105,74
SGS	177,98,219
SGT1	199,77,51
SGTA_dimer	93,89,197
SH	109,227,170
SH2	138,60,180
SH2_2	229,86,190
SH3-RhoG_link	94,213,168
SH3-WW_linker	179,86,65
SH3BGR	49,165,185
SH3BP5	50,129,183
SH3_1	179,79,53
SH3_10	107,198,83
SH3_11	211,217,63
SH3_12	218,81,149
SH3_13	198,198,54
SH3_14	227,159,72
SH3_15	122,200,92
SH3_16	52,205,60
SH3_17	159,78,196
SH3_18	222,93,60
SH3_19	191,154,54
SH3_2	213,69,70
SH3_3	109,88,194
SH3_4	111,216,80
SH3_5	96,182,74
SH3_6	223,191,77
SH3_7	66,189,202
SH3_9	204,86,92
SHD1	196,75,121
SHE3	188,72,54
SHIPPO-rpt	74,152,178
SHIRT	226,87,177
SHMT	215,97,215
SHNi-TPR	129,178,78
SHOCT	97,185,199
SHP	205,90,114
SHQ1	80,217,97
SHR-BD	222,81,224
SHR3_chaperone	65,175,185
SHS2_FTSA	180,123,66
SHS2_Rpb7-N	226,189,97
SIC	52,107,180
SICA_C	224,100,121
SICA_alpha	187,173,54
SICA_beta	199,109,63
SID	148,85,207
SID-1_RNA_chan	162,82,226
SIKE	202,113,51
SIL1	206,95,147
SIMPL	100,196,95
SIM_C	201,103,82
SIN1	56,205,161
SIN1_PH	111,88,205
SIP	75,222,95
SIP1	71,128,193
SIR2	83,217,165
SIR2_2	70,187,154
SIR4_SID	193,77,196
SIS	212,106,227
SIS_2	87,217,81
SIT	182,82,142
SIX1_SD	193,158,77
SKA1	176,64,221
SKA2	56,70,191
SKG6	129,75,205
SKI	62,197,58
SKICH	226,84,71
SKIP_SNW	69,111,187
SKN1	205,129,73
SK_channel	146,199,61
SL4P	209,205,83
SLAC1	57,210,126
SLAIN	121,197,81
SLAM	83,60,227
SLATT_1	193,49,74
SLATT_2	108,182,50
SLATT_3	155,110,229
SLATT_4	80,125,185
SLATT_5	54,66,180
SLATT_6	192,69,183
SLATT_fungal	76,216,218
SLBB	92,145,209
SLBP_RNA_bind	155,69,202
SLC12	65,189,165
SLC35F	160,69,223
SLC3A2_N	200,217,85
SLD3	104,212,181
SLD5_C	127,185,86
SLED	102,155,221
SLH	106,215,138
SLIDE	95,229,140
SLM4	185,178,73
SLR1-BP	86,228,103
SLS	77,175,219
SLT	181,60,156
SLT_2	55,132,208
SLT_L	88,218,189
SLT_beta	185,69,148
SLX9	67,52,190
SLY	190,85,84
SM-ATX	188,159,71
SMAP	56,188,162
SMBP	95,173,200
SMC_N	191,158,82
SMC_Nse1	199,161,84
SMC_ScpA	180,166,60
SMC_ScpB	144,210,55
SMC_hinge	91,192,193
SMG1	206,227,91
SMG1_N	180,215,99
SMI1_KNR4	197,180,87
SMK-1	64,56,204
SMN	92,204,121
SMODS	57,205,219
SMP	215,87,199
SMP_2	208,79,81
SMP_C2CD2L	212,101,111
SMP_LBD	101,216,101
SMRP1	99,221,198
SMYLE_N	196,220,57
SNAD1	221,82,208
SNAD2	90,104,198
SNAD3	53,75,193
SNAD4	81,141,201
SNAP	206,52,98
SNAP-25	172,194,78
SNAPc19	96,227,213
SNAPc_SNAP43	89,203,227
SNARE	57,194,130
SNARE_assoc	145,188,82
SNCAIP_SNCA_bd	212,66,117
SNF	66,100,219
SNF2_N	180,113,64
SNF2_assoc	125,202,96
SNF5	174,204,64
SNN_cytoplasm	221,124,58
SNN_linker	69,101,184
SNN_transmemb	184,81,175
SNO	53,211,82
SNRNP27	83,160,183
SNURF	95,191,106
SNX17_FERM_C	161,54,190
SNase	200,103,219
SOAR	69,179,45
SOBP	205,132,94
SOCS	99,200,178
SOCS_box	194,131,66
SOG2	57,110,184
SOGA	203,90,120
SOP4	179,54,217
SOR	202,96,67
SOR_SNZ	92,196,180
SOSSC	204,129,56
SOTI	109,95,218
SOUL	162,206,89
SOXp	218,113,97
SO_alpha_A3	190,67,198
SP2	208,187,102
SP24	57,183,85
SPA	70,62,178
SPACA7	71,182,52
SPACA9	58,78,220
SPAM	54,103,186
SPAN	95,138,228
SPAN-X	104,221,140
SPARC_Ca_bdg	214,152,105
SPAR_C	189,213,103
SPASM	183,66,65
SPATA19	204,82,217
SPATA1_C	223,125,80
SPATA24	211,223,106
SPATA25	218,96,125
SPATA3	99,76,196
SPATA48	199,98,198
SPATA6	221,112,102
SPATA9	65,197,190
SPATIAL	142,180,69
SPC12	54,78,193
SPC22	141,102,208
SPC25	56,74,206
SPDY	78,121,222
SPECT1	65,198,59
SPEG_u2	155,71,229
SPESP1	189,80,180
SPG4	216,226,108
SPG48	187,92,111
SPICE	96,66,218
SPK	85,64,229
SPO11_like	111,211,226
SPO22	101,213,146
SPOB_a	215,217,87
SPOB_ab	191,165,77
SPOC	90,100,180
SPOR	199,104,87
SPOUT_MTase	187,85,81
SPOUT_MTase_2	112,61,227
SPP	103,218,106
SPR1	216,95,62
SPRR2	60,199,146
SPRY	188,212,53
SPT16	199,97,162
SPT2	209,148,81
SPT6_acidic	90,215,93
SPT_ssu-like	119,88,197
SPW	84,207,110
SPX	74,199,65
SP_C-Propep	76,168,217
SQAPI	151,111,229
SQHop_cyclase_C	191,58,201
SQHop_cyclase_N	88,190,89
SQS_PSY	178,91,49
SR-25	180,75,99
SR1P	60,163,216
SRA	104,226,69
SRA1	101,85,188
SRAP	152,181,61
SRC-1	71,142,196
SRCR	153,85,184
SRCR_2	49,190,139
SRF-TF	193,126,67
SRI	193,52,149
SRP-alpha_N	77,226,207
SRP14	176,59,217
SRP19	215,139,56
SRP1_TIP1	64,181,216
SRP40_C	179,75,82
SRP54	107,219,168
SRP54_N	179,66,186
SRP68	163,65,206
SRP72	218,102,205
SRP9-21	109,73,179
SRPRB	84,201,192
SRP_SPB	109,179,74
SRP_TPR_like	198,132,66
SRR	191,78,168
SRR1	48,107,189
SRRM_C	214,117,54
SRTM1	63,105,179
SRX	108,226,149
SSB	64,225,98
SSDP	186,74,59
SSF	49,186,178
SSFA2_C	166,225,101
SSI	206,130,72
SSL_OB	118,194,80
SSP160	78,183,53
SSPI	67,62,182
SSTK-IP	224,94,140
SSURE	141,205,53
SSV1_ORF_D-335	72,203,216
SSXRD	90,181,110
SSXT	80,94,202
SSrecog	184,163,61
ST7	56,220,99
STAC2_u1	68,209,185
STAG	221,64,104
STALD	187,133,78
START	177,190,81
STAR_dimer	197,162,97
STAS	219,58,116
STAS_2	206,83,63
STAT1_TAZ2bind	74,58,209
STAT2_C	58,198,221
STAT6_C	183,67,148
STAT_alpha	46,127,184
STAT_bind	122,54,190
STAT_int	199,66,125
STATa_Ig	202,188,67
STD1	136,218,74
STE	148,194,94
STE2	86,64,220
STE3	179,88,51
STELLO	67,198,114
STG	60,79,192
STI1	61,105,192
STIL_N	153,59,199
STIMATE	196,104,54
STN	78,190,205
STN1_2	191,62,60
STOP	75,215,134
STPPase_N	123,180,52
STT3	199,130,57
STT3_PglB_C	211,155,102
STb_secrete	76,214,81
SUA5	64,196,192
SUB1_ProdP9	53,153,204
SUD-M	202,136,81
SUFU	71,228,75
SUFU_C	77,206,98
SUI1	82,199,86
SUIM_assoc	207,92,137
SUKH-3	181,56,131
SUKH-4	218,99,100
SUKH_5	84,131,199
SUKH_6	87,162,215
SUN	223,71,122
SUR7	58,159,185
SURF1	74,198,177
SURF2	85,69,205
SURF4	167,223,65
SURF6	48,69,191
SURNod19	224,60,91
SUV3_C	79,191,71
SUZ	197,56,93
SUZ-C	162,188,76
SUa-2TM	218,193,59
SVA	117,195,64
SVIP	218,120,96
SVM_signal	83,187,187
SVS_QK	47,83,184
SVWC	57,53,209
SWC7	185,84,163
SWI-SNF_Ssr4	200,225,96
SWI2_SNF2	161,216,63
SWIB	178,93,215
SWIM	76,197,68
SWIRM	90,182,202
SWIRM-assoc_1	214,94,104
SWIRM-assoc_2	84,209,135
SWIRM-assoc_3	204,75,170
SWM_repeat	74,192,141
SYCE1	185,144,79
SYCP2_ARLD	132,93,228
SYCP2_SLD	170,216,83
SYF2	60,183,117
SYS1	228,74,198
S_100	93,158,224
S_2TMBeta	85,198,187
S_4TM	184,55,105
S_layer_C	195,85,97
S_layer_N	185,190,76
S_locus_glycop	53,185,158
S_tail_recep_bd	118,79,227
Sa_NUDIX	189,117,92
SabA_adhesion	217,61,66
Saccharop_dh_N	152,198,67
Sacchrp_dh_C	207,175,94
Sacchrp_dh_NADP	90,186,91
Sad1_UNC	158,102,213
Saf-Nte_pilin	55,182,193
SafA	65,70,182
Saf_2TM	109,67,223
Salp15	224,175,59
Salt_tol_Pase	206,85,122
Sam68-YY	193,70,183
SapA	199,78,189
SapB_1	179,145,54
SapB_2	81,211,138
SapC	104,217,175
Sar8_2	62,164,206
Sarcoglycan_1	205,213,103
Sarcoglycan_2	89,199,79
Sarcolipin	213,104,185
Sars6	223,221,93
Sas10	181,72,57
Sas10_Utp3	124,95,209
Sas6_CC	99,103,226
SasG_E	65,171,204
SatD	228,109,209
SatRNA_48	183,86,180
Saw1	185,181,71
Say1_Mug180	184,89,222
SbcCD_C	193,131,83
SbcD_C	91,129,222
Sbi-IV	175,198,53
SbmA_BacA	81,195,52
SbsC_C	95,137,204
Sbt_1	103,211,94
Scaffolding_pro	99,185,214
ScdA_N	101,220,153
SchA_CurD	75,209,181
Sclerostin	56,181,106
Scm3	75,190,102
Scramblase	177,199,66
Scs3p	78,218,188
ScsC_N	209,172,72
Scytalone_dh	137,188,83
Sda	132,205,80
Sde2_N_Ubi	211,83,126
Sdh5	78,200,62
Sdh_cyt	209,69,110
SdiA-regulated	60,208,83
SdpA	94,194,184
SdpI	74,217,194
SdrD_B	191,98,220
SdrG_C_C	212,131,76
Sds3	180,213,55
Se-cys_synth_N	226,160,102
Seadorna_VP6	189,88,184
Seadorna_VP7	90,213,90
Seadorna_Vp10	179,49,66
Sec-ASP3	77,125,197
Sec1	188,79,191
Sec10	79,179,109
Sec15	60,68,211
Sec16	120,217,97
Sec16_C	107,227,197
Sec16_N	189,71,187
Sec20	96,196,155
Sec23_BS	59,194,65
Sec23_helical	55,193,210
Sec23_trunk	87,221,74
Sec2p	200,97,63
Sec3-PIP2_bind	214,196,66
Sec31	152,193,93
Sec34	203,93,161
Sec39	91,141,206
Sec3_C	223,87,88
Sec3_C_2	67,181,119
Sec5	226,209,108
Sec6	140,58,219
Sec61_beta	199,84,143
Sec62	118,59,223
Sec63	186,157,83
Sec66	139,66,205
Sec7	50,118,179
Sec7_N	187,205,54
Sec8_exocyst	210,57,86
SecA_DEAD	219,119,95
SecA_PP_bind	95,58,202
SecA_SW	64,96,199
SecB	187,75,63
SecD-TM1	47,187,69
SecD_SecF	147,187,89
SecE	52,190,139
SecG	225,100,62
SecIII_SopE_N	171,225,90
SecM	66,51,183
SecY	78,223,117
Sec_GG	132,73,218
